company,occupation,location,edu_ask,scal,detail
['宁波博洋家纺集团有限公司'],['电商客服'],['宁波 '],"['大专,本科,硕士']",['\uea38人'],"['<div class=""nav-fs"">\n</div>\n', '<div class=""in-detail cutom_font&#xA0;""><p style=""text-align:left;"">&#13;\n\t岗位职责<span>:</span>&#13;\n</p>&#13;\n<p style=""text-align:left;"">&#13;\n\t1、熟悉平台交易流程优先，和客户交流并能提供耐心、专业、热情、体贴、周全的服务。<span/>&#13;\n</p>&#13;\n<p style=""text-align:left;"">&#13;\n\t2、熟悉公司产品，具备相关专业知识，能熟练解答客户提问，推荐产品。<span/>&#13;\n</p>&#13;\n<p style=""text-align:left;"">&#13;\n\t3、引导客户促成销售，同时做好完善的售后跟进，在解答过程中要文明用语<span/>&#13;\n</p>&#13;\n<p style=""text-align:left;"">&#13;\n\t4、及时备注客户特殊要求，落实好相关事务，避免发货出错；及时协助处理好投诉、退换货、中差评等问题。<span/>&#13;\n</p>&#13;\n<p style=""text-align:left;"">&#13;\n\t5、帮助客户查询跟踪物流情况，及时有效的完成上级交给的其他工作。<span/>&#13;\n</p>&#13;\n<p style=""text-align:left;"">&#13;\n\t任职资格<span>:</span>&#13;\n</p>&#13;\n<p style=""text-align:left;"">&#13;\n\t1、熟悉淘宝<span>/</span>京东系统和规则，有工作经验者优先；<span/>&#13;\n</p>&#13;\n<p style=""text-align:left;"">&#13;\n\t2、中文输入速度<span>50</span>字<span>/</span>分钟以上；<span/>&#13;\n</p>&#13;\n<p style=""text-align:left;"">&#13;\n\t3、性格开朗，有耐心，适应 早晚班 工作，吃苦耐劳；<span/>&#13;\n</p>&#13;\n<p style=""text-align:left;"">&#13;\n\t4、沟通应变能力强，工作热情积极，有较强的责任心及团队合作意识。<span/>&#13;\n</p>&#13;\n<p style=""text-align:left;"">&#13;\n\t早晚班排班制，早班<span>08:30-16:30</span>，晚班<span>16:00-00:00</span>，要求在公司坐班，提供住宿。<span/>&#13;\n</p></div>\n\n']"
['宁波博洋家纺集团有限公司'],['\uf7fc\ue620开发'],['宁波 '],['不限'],['\ueed0人'],"['<div class=""nav-fs"">\n</div>\n', '<div class=""in-detail cutom_font&#xA0;""><p style=""text-align:left;"">&#13;\n\t</p><p>&#13;\n\t\t1、熟练运用.NET，熟悉SQL SERVER，熟悉SQL语言；&#13;\n\t</p>&#13;\n\t<p>&#13;\n\t\t2、熟悉C#，ASP,有一定web开发经验，能独立开发项目；&#13;\n\t</p>&#13;\n\t<p>&#13;\n\t\t3、熟悉三层架构，对面向对象技术有较深刻的理解；&#13;\n\t</p>&#13;\n\t<p>&#13;\n\t\t4、熟悉Ajax.Java script 等脚本编程；&#13;\n\t</p>&#13;\n\t<p>&#13;\n\t\t5、计算机、软件编程等相关专业优先，有独立项目经验者优先&#13;\n\t</p>&#13;\n</div>\n\n']"
['宁波博洋家纺集团有限公司'],['产品专员'],['宁波 '],['不限'],['\uec1b人'],"['<div class=""nav-fs"">\n</div>\n', '<div class=""in-detail cutom_font&#xA0;""><p style=""text-align:left;"">&#13;\n\t岗位职责：<span/>&#13;\n</p>&#13;\n<p style=""text-align:left;"">&#13;\n\t1、根据各平台的销售分析商品数据，协助平台补货、下单等；<span/>&#13;\n</p>&#13;\n<p style=""text-align:left;"">&#13;\n\t2、负责各平台的货品分配及协调互通工作；<span/>&#13;\n</p>&#13;\n<p style=""text-align:left;"">&#13;\n\t3、对平台活动情况进行跟进及意见反馈；<span/>&#13;\n</p>&#13;\n<p style=""text-align:left;"">&#13;\n\t4、熟悉产品信息，在活动审批中实时推广重点产品，合理调整货品结构；<span/>&#13;\n</p>&#13;\n<p style=""text-align:left;"">&#13;\n\t5、其他上级交办的相关工作。<span/>&#13;\n</p>&#13;\n<p style=""text-align:left;"">&#13;\n\t任职要求：<span/>&#13;\n</p>&#13;\n<p style=""text-align:left;"">&#13;\n\t1、较强的数据分析能力及沟通协调能力；<span/>&#13;\n</p>&#13;\n<p style=""text-align:left;"">&#13;\n\t2、熟练运用<span>office</span>办公软件，对<span>EXCEL</span>的数据处理工作准确迅速；<span/>&#13;\n</p>&#13;\n<p style=""text-align:left;"">&#13;\n\t3、有较好的物品调配能力，对产品有一定的敏感度；<span/>&#13;\n</p>&#13;\n<p style=""text-align:left;"">&#13;\n\t4、要求工作仔细，态度认真，主动积极；<span/>&#13;\n</p>&#13;\n<p style=""text-align:left;"">&#13;\n\t5、熟悉各电商渠道者优先；<span/>&#13;\n</p>&#13;\n<p style=""text-align:left;"">&#13;\n\t6、接收优秀实习生<span>/</span>应届生。<span/>&#13;\n</p></div>\n\n']"
['宁波博洋家纺集团有限公司'],['电商运营'],['宁波 '],['不限'],['\uea38人'],"['<div class=""nav-fs"">\n</div>\n', '<div class=""in-detail cutom_font&#xA0;""><p style=""text-align:left;"">&#13;\n\t岗位职责：<span/>&#13;\n</p>&#13;\n<p style=""text-align:left;"">&#13;\n\t1、根据天猫操作流程，关注爆款数据，优化点击转化；<span/>&#13;\n</p>&#13;\n<p style=""text-align:left;"">&#13;\n\t2、根据直通车推广逻辑，负责基础推广工作；<span/>&#13;\n</p>&#13;\n<p style=""text-align:left;"">&#13;\n\t3、店铺产品定期上架、优化、主图修改；<span/>&#13;\n</p>&#13;\n<p style=""text-align:left;"">&#13;\n\t4、协助主管做好爆款打造等相关工作。<span/>&#13;\n</p>&#13;\n<p style=""text-align:left;"">&#13;\n\t任职要求：<span/>&#13;\n</p>&#13;\n<p style=""text-align:left;"">&#13;\n\t1、对数字敏感，思维能力强，有较好的数据分析能力；<span/>&#13;\n</p>&#13;\n<p style=""text-align:left;"">&#13;\n\t2、良好的沟通能力及团队协作能力，较强的学习能力、高效执行能力；<span/>&#13;\n</p>&#13;\n<p style=""text-align:left;"">&#13;\n\t3、熟悉天猫规则，清楚了解网络客户的购物习惯和购物心理；<span/>&#13;\n</p>&#13;\n<p style=""text-align:left;"">&#13;\n\t4、有电商行业相关项目实训或实习经验优先考虑。<span/>&#13;\n</p></div>\n\n']"
['宁波博洋家纺集团有限公司'],['电商客服'],['宁波 '],"['大专,本科,硕士']",['\uea38人'],"['<div class=""nav-fs"">\n</div>\n', '<div class=""in-detail cutom_font&#xA0;""><p style=""text-align:left;"">&#13;\n\t岗位职责<span>:</span>&#13;\n</p>&#13;\n<p style=""text-align:left;"">&#13;\n\t1、熟悉平台交易流程优先，和客户交流并能提供耐心、专业、热情、体贴、周全的服务。<span/>&#13;\n</p>&#13;\n<p style=""text-align:left;"">&#13;\n\t2、熟悉公司产品，具备相关专业知识，能熟练解答客户提问，推荐产品。<span/>&#13;\n</p>&#13;\n<p style=""text-align:left;"">&#13;\n\t3、引导客户促成销售，同时做好完善的售后跟进，在解答过程中要文明用语<span/>&#13;\n</p>&#13;\n<p style=""text-align:left;"">&#13;\n\t4、及时备注客户特殊要求，落实好相关事务，避免发货出错；及时协助处理好投诉、退换货、中差评等问题。<span/>&#13;\n</p>&#13;\n<p style=""text-align:left;"">&#13;\n\t5、帮助客户查询跟踪物流情况，及时有效的完成上级交给的其他工作。<span/>&#13;\n</p>&#13;\n<p style=""text-align:left;"">&#13;\n\t任职资格<span>:</span>&#13;\n</p>&#13;\n<p style=""text-align:left;"">&#13;\n\t1、熟悉淘宝<span>/</span>京东系统和规则，有工作经验者优先；<span/>&#13;\n</p>&#13;\n<p style=""text-align:left;"">&#13;\n\t2、中文输入速度<span>50</span>字<span>/</span>分钟以上；<span/>&#13;\n</p>&#13;\n<p style=""text-align:left;"">&#13;\n\t3、性格开朗，有耐心，适应 早晚班 工作，吃苦耐劳；<span/>&#13;\n</p>&#13;\n<p style=""text-align:left;"">&#13;\n\t4、沟通应变能力强，工作热情积极，有较强的责任心及团队合作意识。<span/>&#13;\n</p>&#13;\n<p style=""text-align:left;"">&#13;\n\t早晚班排班制，早班<span>08:30-16:30</span>，晚班<span>16:00-00:00</span>，要求在公司坐班，提供住宿。<span/>&#13;\n</p></div>\n\n']"
['宁波博洋家纺集团有限公司'],['\uf7fc\ue620开发'],['宁波 '],['不限'],['\ueed0人'],"['<div class=""nav-fs"">\n</div>\n', '<div class=""in-detail cutom_font&#xA0;""><p style=""text-align:left;"">&#13;\n\t</p><p>&#13;\n\t\t1、熟练运用.NET，熟悉SQL SERVER，熟悉SQL语言；&#13;\n\t</p>&#13;\n\t<p>&#13;\n\t\t2、熟悉C#，ASP,有一定web开发经验，能独立开发项目；&#13;\n\t</p>&#13;\n\t<p>&#13;\n\t\t3、熟悉三层架构，对面向对象技术有较深刻的理解；&#13;\n\t</p>&#13;\n\t<p>&#13;\n\t\t4、熟悉Ajax.Java script 等脚本编程；&#13;\n\t</p>&#13;\n\t<p>&#13;\n\t\t5、计算机、软件编程等相关专业优先，有独立项目经验者优先&#13;\n\t</p>&#13;\n</div>\n\n']"
['宁波博洋家纺集团有限公司'],['产品专员'],['宁波 '],['不限'],['\uec1b人'],"['<div class=""nav-fs"">\n</div>\n', '<div class=""in-detail cutom_font&#xA0;""><p style=""text-align:left;"">&#13;\n\t岗位职责：<span/>&#13;\n</p>&#13;\n<p style=""text-align:left;"">&#13;\n\t1、根据各平台的销售分析商品数据，协助平台补货、下单等；<span/>&#13;\n</p>&#13;\n<p style=""text-align:left;"">&#13;\n\t2、负责各平台的货品分配及协调互通工作；<span/>&#13;\n</p>&#13;\n<p style=""text-align:left;"">&#13;\n\t3、对平台活动情况进行跟进及意见反馈；<span/>&#13;\n</p>&#13;\n<p style=""text-align:left;"">&#13;\n\t4、熟悉产品信息，在活动审批中实时推广重点产品，合理调整货品结构；<span/>&#13;\n</p>&#13;\n<p style=""text-align:left;"">&#13;\n\t5、其他上级交办的相关工作。<span/>&#13;\n</p>&#13;\n<p style=""text-align:left;"">&#13;\n\t任职要求：<span/>&#13;\n</p>&#13;\n<p style=""text-align:left;"">&#13;\n\t1、较强的数据分析能力及沟通协调能力；<span/>&#13;\n</p>&#13;\n<p style=""text-align:left;"">&#13;\n\t2、熟练运用<span>office</span>办公软件，对<span>EXCEL</span>的数据处理工作准确迅速；<span/>&#13;\n</p>&#13;\n<p style=""text-align:left;"">&#13;\n\t3、有较好的物品调配能力，对产品有一定的敏感度；<span/>&#13;\n</p>&#13;\n<p style=""text-align:left;"">&#13;\n\t4、要求工作仔细，态度认真，主动积极；<span/>&#13;\n</p>&#13;\n<p style=""text-align:left;"">&#13;\n\t5、熟悉各电商渠道者优先；<span/>&#13;\n</p>&#13;\n<p style=""text-align:left;"">&#13;\n\t6、接收优秀实习生<span>/</span>应届生。<span/>&#13;\n</p></div>\n\n']"
['上海澳莱国际物流有限公司'],['销售拓展'],['上海 '],"['大专,本科']",['若干'],"['<div class=""nav-fs"">\n</div>\n', '<div class=""in-detail cutom_font&#xA0;"">岗位职责：<br/>&#13;\n1:开发国内市场<br/>&#13;\n2:整合国内平台资源<br/>&#13;\n3:整理国内发货人渠道\xa0<br/>&#13;\n岗位要求：<br/>&#13;\n<p>&#13;\n\t1:具备良好沟通能力&#13;\n</p>&#13;\n<p>&#13;\n\t2.能吃苦，热爱销售行业&#13;\n</p></div>\n\n']"
['上海澳莱国际物流有限公司'],['出纳'],['上海 '],['不限'],['若干'],"['<div class=""nav-fs"">\n</div>\n', '<div class=""in-detail cutom_font&#xA0;""><p>&#13;\n\t<span style=""color:#666666;font-size:14px;background-color:#ffffff;"">工作职责：\xa0</span>&#13;\n</p>&#13;\n<p>&#13;\n\t<span style=""color:#666666;font-size:14px;background-color:#ffffff;"">1、严格审核收付相关信息，建立现金和银行日记账，做到日清月结；</span>&#13;\n</p>&#13;\n<p>&#13;\n\t<span style=""color:#666666;font-size:14px;background-color:#ffffff;"">\xa02、负责现金、转账支票和其他银行结算凭证的妥善保管和准确填制、签发；</span>&#13;\n</p>&#13;\n<p>&#13;\n\t<span style=""color:#666666;font-size:14px;background-color:#ffffff;"">\xa03、银行单据的及时取得，并配合会计月末核对企业账及银行对账单的一致性；\xa0 </span>&#13;\n</p>&#13;\n<p>&#13;\n\t<span style=""color:#666666;font-size:14px;background-color:#ffffff;"">\xa04、上级领导交办的其他工作；</span>&#13;\n</p>&#13;\n<p>&#13;\n\t<span style=""color:#666666;font-size:14px;background-color:#ffffff;"">\xa0任职资格：\xa0</span>&#13;\n</p>&#13;\n<p>&#13;\n\t<span style=""color:#666666;font-size:14px;background-color:#ffffff;"">\xa01、大学本科以上学历，会计及相关专业；\xa0</span>&#13;\n</p>&#13;\n<p>&#13;\n\t<span style=""color:#666666;font-size:14px;background-color:#ffffff;"">\xa02、具备基础财务及税务知识，会计核算方面的基本专业知识；</span>&#13;\n</p>&#13;\n<p>&#13;\n\t<span style=""color:#666666;font-size:14px;background-color:#ffffff;"">\xa03、有较强的统计能力、分析能力；</span>&#13;\n</p>&#13;\n<p>&#13;\n\t<span style=""color:#666666;font-size:14px;background-color:#ffffff;"">\xa04、细心，责任心\xa0</span>&#13;\n</p>&#13;\n<p>&#13;\n\t<span>\xa0 上海户籍优先</span>&#13;\n</p></div>\n\n']"
['上海澳莱国际物流有限公司'],['货代单证操\uf21c'],['上海 '],['不限'],['若干'],"['<div class=""nav-fs"">\n</div>\n', '<div class=""in-detail cutom_font&#xA0;""><p>&#13;\n\t<span style=""color:#666666;font-size:14px;background-color:#ffffff;"">岗位职责：</span>&#13;\n</p>&#13;\n<p>&#13;\n\t<span style=""color:#666666;font-size:14px;background-color:#ffffff;"">1、对海运、空运出口/进口的整体环节进行操作\xa0</span>&#13;\n</p>&#13;\n<p>&#13;\n\t<span style=""color:#666666;font-size:14px;background-color:#ffffff;"">2、在业务操作过程中与用户保持良好的沟通\xa0</span>&#13;\n</p>&#13;\n<p>&#13;\n\t<span style=""color:#666666;font-size:14px;background-color:#ffffff;"">3、进行文件的存档和保管工作\xa0</span>&#13;\n</p>&#13;\n<p>&#13;\n\t<span style=""color:#666666;font-size:14px;background-color:#ffffff;"">任职资格：</span>&#13;\n</p>&#13;\n<p>&#13;\n\t<span style=""color:#666666;font-size:14px;background-color:#ffffff;"">1、 本科以上学历，物流/贸易/英语相关专业；英语口语和书写过关。</span>&#13;\n</p>&#13;\n<p>&#13;\n\t<span style=""color:#666666;font-size:14px;background-color:#ffffff;"">2、 具备进出口、仓储、配送、报关、供应链管理等基础知识；</span>&#13;\n</p>&#13;\n<p>&#13;\n\t<span style=""color:#666666;font-size:14px;background-color:#ffffff;"">3、 有较强的沟通协调能力，踏实，责任感强；</span>&#13;\n</p>&#13;\n<p>&#13;\n\t<span style=""color:#666666;font-size:14px;background-color:#ffffff;"">4、 熟练使用OFFICE/EXCEL等办公软件。</span>&#13;\n</p></div>\n\n']"
['上海澳莱国际物流有限公司'],['销售拓展'],['上海 '],"['大专,本科']",['若干'],"['<div class=""nav-fs"">\n</div>\n', '<div class=""in-detail cutom_font&#xA0;"">岗位职责：<br/>&#13;\n1:开发国内市场<br/>&#13;\n2:整合国内平台资源<br/>&#13;\n3:整理国内发货人渠道\xa0<br/>&#13;\n岗位要求：<br/>&#13;\n<p>&#13;\n\t1:具备良好沟通能力&#13;\n</p>&#13;\n<p>&#13;\n\t2.能吃苦，热爱销售行业&#13;\n</p></div>\n\n']"
['上海澳莱国际物流有限公司'],['出纳'],['上海 '],['不限'],['若干'],"['<div class=""nav-fs"">\n</div>\n', '<div class=""in-detail cutom_font&#xA0;""><p>&#13;\n\t<span style=""color:#666666;font-size:14px;background-color:#ffffff;"">工作职责：\xa0</span>&#13;\n</p>&#13;\n<p>&#13;\n\t<span style=""color:#666666;font-size:14px;background-color:#ffffff;"">1、严格审核收付相关信息，建立现金和银行日记账，做到日清月结；</span>&#13;\n</p>&#13;\n<p>&#13;\n\t<span style=""color:#666666;font-size:14px;background-color:#ffffff;"">\xa02、负责现金、转账支票和其他银行结算凭证的妥善保管和准确填制、签发；</span>&#13;\n</p>&#13;\n<p>&#13;\n\t<span style=""color:#666666;font-size:14px;background-color:#ffffff;"">\xa03、银行单据的及时取得，并配合会计月末核对企业账及银行对账单的一致性；\xa0 </span>&#13;\n</p>&#13;\n<p>&#13;\n\t<span style=""color:#666666;font-size:14px;background-color:#ffffff;"">\xa04、上级领导交办的其他工作；</span>&#13;\n</p>&#13;\n<p>&#13;\n\t<span style=""color:#666666;font-size:14px;background-color:#ffffff;"">\xa0任职资格：\xa0</span>&#13;\n</p>&#13;\n<p>&#13;\n\t<span style=""color:#666666;font-size:14px;background-color:#ffffff;"">\xa01、大学本科以上学历，会计及相关专业；\xa0</span>&#13;\n</p>&#13;\n<p>&#13;\n\t<span style=""color:#666666;font-size:14px;background-color:#ffffff;"">\xa02、具备基础财务及税务知识，会计核算方面的基本专业知识；</span>&#13;\n</p>&#13;\n<p>&#13;\n\t<span style=""color:#666666;font-size:14px;background-color:#ffffff;"">\xa03、有较强的统计能力、分析能力；</span>&#13;\n</p>&#13;\n<p>&#13;\n\t<span style=""color:#666666;font-size:14px;background-color:#ffffff;"">\xa04、细心，责任心\xa0</span>&#13;\n</p>&#13;\n<p>&#13;\n\t<span>\xa0 上海户籍优先</span>&#13;\n</p></div>\n\n']"
['上海澳莱国际物流有限公司'],['货代单证操\uf21c'],['上海 '],['不限'],['若干'],"['<div class=""nav-fs"">\n</div>\n', '<div class=""in-detail cutom_font&#xA0;""><p>&#13;\n\t<span style=""color:#666666;font-size:14px;background-color:#ffffff;"">岗位职责：</span>&#13;\n</p>&#13;\n<p>&#13;\n\t<span style=""color:#666666;font-size:14px;background-color:#ffffff;"">1、对海运、空运出口/进口的整体环节进行操作\xa0</span>&#13;\n</p>&#13;\n<p>&#13;\n\t<span style=""color:#666666;font-size:14px;background-color:#ffffff;"">2、在业务操作过程中与用户保持良好的沟通\xa0</span>&#13;\n</p>&#13;\n<p>&#13;\n\t<span style=""color:#666666;font-size:14px;background-color:#ffffff;"">3、进行文件的存档和保管工作\xa0</span>&#13;\n</p>&#13;\n<p>&#13;\n\t<span style=""color:#666666;font-size:14px;background-color:#ffffff;"">任职资格：</span>&#13;\n</p>&#13;\n<p>&#13;\n\t<span style=""color:#666666;font-size:14px;background-color:#ffffff;"">1、 本科以上学历，物流/贸易/英语相关专业；英语口语和书写过关。</span>&#13;\n</p>&#13;\n<p>&#13;\n\t<span style=""color:#666666;font-size:14px;background-color:#ffffff;"">2、 具备进出口、仓储、配送、报关、供应链管理等基础知识；</span>&#13;\n</p>&#13;\n<p>&#13;\n\t<span style=""color:#666666;font-size:14px;background-color:#ffffff;"">3、 有较强的沟通协调能力，踏实，责任感强；</span>&#13;\n</p>&#13;\n<p>&#13;\n\t<span style=""color:#666666;font-size:14px;background-color:#ffffff;"">4、 熟练使用OFFICE/EXCEL等办公软件。</span>&#13;\n</p></div>\n\n']"
['\uf276川大光明眼镜有限公司'],['门店店员'],['成都 '],['不限'],['\ued35人'],"['<div class=""nav-fs"">\n</div>\n', '<div class=""in-detail cutom_font&#xA0;""><p>&#13;\n\t任职资格：男女不限，应届生优先&#13;\n</p>&#13;\n<p>&#13;\n\t提供免费住宿，社保，带薪培训，晋升发展，年终奖等福利&#13;\n</p>&#13;\n<p>&#13;\n\t<br/>&#13;\n</p>&#13;\n<p>&#13;\n\t工作内容：&#13;\n</p>&#13;\n<p>&#13;\n\t1.负责连锁店内的销售服务工作；&#13;\n</p>&#13;\n<p>&#13;\n\t2.学习验光技术，并掌握，为顾客提供验光服务；&#13;\n</p>&#13;\n<p>&#13;\n\t3.掌握门店产品知识，为顾客提供专业指导；&#13;\n</p>&#13;\n<p>&#13;\n\t4.店面货品管理。&#13;\n</p></div>\n\n']"
['\uf276川大光明眼镜有限公司'],['\uee89\ued81助理'],['成都 '],['不限'],['\ueed0人'],"['<div class=""nav-fs"">\n</div>\n', '<div class=""in-detail cutom_font&#xA0;""><p>&#13;\n\t任职资格：&#13;\n</p>&#13;\n<p>&#13;\n\t女，亲和力强，热爱行政人事工作，吃苦耐劳，应届生优先&#13;\n</p>&#13;\n<p>&#13;\n\t<br/>&#13;\n</p>&#13;\n<p>&#13;\n\t工作内容：&#13;\n</p>&#13;\n<p>&#13;\n\t负责办公室简单的行政和人事管理&#13;\n</p>&#13;\n<p>&#13;\n\t<br/>&#13;\n</p>&#13;\n<p>&#13;\n\t提供住宿，购买社保，朝九晚六&#13;\n</p></div>\n\n']"
['\uf276川大光明眼镜有限公司'],['门店店员'],['成都 '],['不限'],['\ued35人'],"['<div class=""nav-fs"">\n</div>\n', '<div class=""in-detail cutom_font&#xA0;""><p>&#13;\n\t任职资格：男女不限，应届生优先&#13;\n</p>&#13;\n<p>&#13;\n\t提供免费住宿，社保，带薪培训，晋升发展，年终奖等福利&#13;\n</p>&#13;\n<p>&#13;\n\t<br/>&#13;\n</p>&#13;\n<p>&#13;\n\t工作内容：&#13;\n</p>&#13;\n<p>&#13;\n\t1.负责连锁店内的销售服务工作；&#13;\n</p>&#13;\n<p>&#13;\n\t2.学习验光技术，并掌握，为顾客提供验光服务；&#13;\n</p>&#13;\n<p>&#13;\n\t3.掌握门店产品知识，为顾客提供专业指导；&#13;\n</p>&#13;\n<p>&#13;\n\t4.店面货品管理。&#13;\n</p></div>\n\n']"
['\uf276川大光明眼镜有限公司'],['\uee89\ued81助理'],['成都 '],['不限'],['\ueed0人'],"['<div class=""nav-fs"">\n</div>\n', '<div class=""in-detail cutom_font&#xA0;""><p>&#13;\n\t任职资格：&#13;\n</p>&#13;\n<p>&#13;\n\t女，亲和力强，热爱行政人事工作，吃苦耐劳，应届生优先&#13;\n</p>&#13;\n<p>&#13;\n\t<br/>&#13;\n</p>&#13;\n<p>&#13;\n\t工作内容：&#13;\n</p>&#13;\n<p>&#13;\n\t负责办公室简单的行政和人事管理&#13;\n</p>&#13;\n<p>&#13;\n\t<br/>&#13;\n</p>&#13;\n<p>&#13;\n\t提供住宿，购买社保，朝九晚六&#13;\n</p></div>\n\n']"
['深圳开黑科技有限公司'],['\uee44\ue1cc助理'],['深圳 '],['不限'],['若干'],"['<div class=""nav-fs"">\n</div>\n', '<div class=""in-detail cutom_font&#xA0;"">&#13;\n\t职位描述：&#13;\n&#13;\n<div>&#13;\n\t<p>&#13;\n\t\t岗位职责：&#13;\n\t</p>&#13;\n\t<p>&#13;\n\t\t1、负责互联网市场相关的对内及对外的需求沟通工作，不限于协助与主播、内容制作等合作商等的沟通工作；&#13;\n\t</p>&#13;\n\t<p>&#13;\n\t\t2、能够根据市场活动规划，协助进行内容制作及推广方案的策划；&#13;\n\t</p>&#13;\n\t<p>&#13;\n\t\t3、结合市场推广的主题，协助调整文案及活动相关的创意；&#13;\n\t</p>&#13;\n\t<p>&#13;\n\t\t4、协助支持收集及整理市场合作相关的工作文档；&#13;\n\t</p>&#13;\n\t<p>&#13;\n\t\t\xa0&#13;\n\t</p>&#13;\n\t<p>&#13;\n\t\t任职要求：&#13;\n\t</p>&#13;\n\t<p>&#13;\n\t\t1、热爱游戏，了解王者荣耀、吃鸡等热门游戏；&#13;\n\t</p>&#13;\n\t<p>&#13;\n\t\t2、性格大方、开朗，具有良好的沟通能力，能接受偶尔的加班工作；&#13;\n\t</p>&#13;\n\t<p>&#13;\n\t\t3、市场专业及互联网相关专业优先；&#13;\n\t</p>&#13;\n\t<p>&#13;\n\t\t4、能够熟练掌握office办公软件；&#13;\n\t</p>&#13;\n\t<p>&#13;\n\t\t5、有视频工作经验或相关专业优先。&#13;\n\t</p>&#13;\n</div></div>\n\n']"
['深圳开黑科技有限公司'],['\uee44\ue1cc助理'],['深圳 '],['不限'],['若干'],"['<div class=""nav-fs"">\n</div>\n', '<div class=""in-detail cutom_font&#xA0;"">&#13;\n\t职位描述：&#13;\n&#13;\n<div>&#13;\n\t<p>&#13;\n\t\t岗位职责：&#13;\n\t</p>&#13;\n\t<p>&#13;\n\t\t1、负责互联网市场相关的对内及对外的需求沟通工作，不限于协助与主播、内容制作等合作商等的沟通工作；&#13;\n\t</p>&#13;\n\t<p>&#13;\n\t\t2、能够根据市场活动规划，协助进行内容制作及推广方案的策划；&#13;\n\t</p>&#13;\n\t<p>&#13;\n\t\t3、结合市场推广的主题，协助调整文案及活动相关的创意；&#13;\n\t</p>&#13;\n\t<p>&#13;\n\t\t4、协助支持收集及整理市场合作相关的工作文档；&#13;\n\t</p>&#13;\n\t<p>&#13;\n\t\t\xa0&#13;\n\t</p>&#13;\n\t<p>&#13;\n\t\t任职要求：&#13;\n\t</p>&#13;\n\t<p>&#13;\n\t\t1、热爱游戏，了解王者荣耀、吃鸡等热门游戏；&#13;\n\t</p>&#13;\n\t<p>&#13;\n\t\t2、性格大方、开朗，具有良好的沟通能力，能接受偶尔的加班工作；&#13;\n\t</p>&#13;\n\t<p>&#13;\n\t\t3、市场专业及互联网相关专业优先；&#13;\n\t</p>&#13;\n\t<p>&#13;\n\t\t4、能够熟练掌握office办公软件；&#13;\n\t</p>&#13;\n\t<p>&#13;\n\t\t5、有视频工作经验或相关专业优先。&#13;\n\t</p>&#13;\n</div></div>\n\n']"
